index,question,answer,AnswerNum
438,"While Greg was camping with his family for a week, it rained for 3 days. When he looked at the weather records, he saw that the amount of rain was 3 mm, 6 mm, and 5 mm on the three days. During the same week, it rained 26 mm at his house. How much less rain did Greg experience while camping?","While camping there was 3 + 6 + 5 = <<3+6+5=14>>14 mm of rain in 3 days.
Greg experienced 26 – 14 = <<26-14=12>>12 mm less rain at the campsite.
#### 12",12
439,"Timothy has $50 to spend at a souvenir shop. He sees some t-shirts that cost $8 each, key chains that sell 3 pieces for $2, and bags that cost $10 each. Timothy buys 2 t-shirts and 2 bags. How many pieces of key chains can he buy with the amount of money he has left?","The two t-shirts amount to $8 x 2 = $<<8*2=16>>16.
The two bags amount to $10 x 2= $<<10*2=20>>20.
So Timothy spent $16 + $20 = $<<16+20=36>>36 for the shirts and bags.
He still has $50 - $36 = $<<50-36=14>>14 left to spend for the key chains.
With the money, he can buy $14/$2 = <<14/2=7>>7 sets of key chains.
Therefore, he can buy 7 x 3 = <<7*3=21>>21 pieces of key chains.
#### 21",21
440,"Cori is 3 years old today.  In 5 years, she will be one-third the age of her aunt.  How old is her aunt today?","In 5 years, Cori will be 3 + 5 = <<3+5=8>>8 years old.
In 5 years, Cori’s aunt will be 8 x 3 = <<8*3=24>>24 years old.
Today, her aunt is 24 - 5 = <<24-5=19>>19 years old.
#### 19",19
441,"Martin is organizing a party, and he invited many of his colleagues. He invited 5 people from his hometown and twice as many people from his school. Martin invited also as many people from his sports club as the sum of people invited from his hometown and his school. The remaining invitations represent 20% of the total previously mentioned. How many people can potentially come to the party Martin is organizing?","Martin invited 5 * 2 = <<5*2=10>>10 people from his school.
People from the sports club got 5 + 10 = <<5+10=15>>15 invitations.
So in total from the sports club, hometown and school, Martin invited 5 + 10 + 15 = <<5+10+15=30>>30 people.
All other invitations are 20% of the previous total, which means 20/100 * 30 = <<20/100*30=6>>6.
That means Martin invited to his party 30 + 6 = <<30+6=36>>36 people.
#### 36",36
442,"Derek is watching the construction cranes downtown and is trying to figure out how much taller they have to be than the building they are building. He sees one crane that is 228 feet tall finishing a building that was 200 feet tall. He sees another that is 120 feet tall finishing a building that is 100 feet tall. The final crane he sees is 147 feet tall, finishing a building that is 140 feet tall. On average, what percentage taller are the cranes than the building?","The first crane is 14 percent taller because if 200 + 200x = 228 then x=.14
The second crane is 20 percent taller because if 100 + 100x = 120 then x = .2
The third crane is 5 percent taller because if 140 + 140x = 147 then x = .5
The total percent is 39 because 14 + 20 + 5 = <<14+20+5=39>>39
The average percent greater the height of the crane is than the building is 13 because 39 / 3 = <<39/3=13>>13
#### 13",13
443,Sab and Dane sold 6 pairs of shoes that cost $3 each and 18 shirts that cost $2. How much will each of them earn if they divided their total earning?,"They earned 6 x $3 = $<<6*3=18>>18 for the shoes they sold.
They earned 18 x $2 = <<18*2=36>>36 for the shirts they sold.
So, they earned $18 + $36 = $<<18+36=54>>54 in total for the clothing they sold.
Therefore, Sab and Dane earned $54 / 2 = $<<54/2=27>>27 each.
#### 27",27
444,"Reggie and his brother are having a basketball shooting contest. They each get to take 10 shots. Layups are worth 1 point, free throws are worth 2 points, and anything further away is worth 3 points. Reggie makes 3 layups, two free throws, and one long shot. His brother only shoots long shots and makes 4 of them. How many points does Reggie lose by?","Reggie makes 3 points off layups because 3 x 1 = <<3*1=3>>3
Reggie makes 4 points off free-throws because 2 x 2 = <<2*2=4>>4
Reggie makes 3 points off long shots because 1 x 3 = <<1*3=3>>3
Reggie scores 10 points because 3 + 4 + 3 =<<3+4+3=10>>10
His brother scores 12 points because 4 x 3 = <<4*3=12>>12
Reggie loses by 2 because 12 - 10 = <<12-10=2>>2
#### 2",2
445,Carla bought 2 bags of mini peanut butter cups on clearance.  Each bag was $6.00 but was 75% off. How much did she spend on 2 bags of candy?,"Each bag was $6.00 but was marked down 75% for clearance so that's 6*.75 = $<<6*.75=4.50>>4.50 discount
Each bag was $6.00 and there is a $4.50 discount so each bag is 6-4.50 = $<<6-4.50=1.50>>1.50
Each bag was marked down to $1.50 a bag and she bought 2 bags for a total of 1.5*2 = $<<1.5*2=3.00>>3.00
#### 3",3
446,"In a classroom, 10 children have 7 books each. Their teacher brings another 8 books to the classroom. How many books are in the classroom altogether?","At first, the children have 10*7=<<10*7=70>>70 books
With their teacher, they have 70+8=<<70+8=78>>78 books
#### 78",78
447,"Megan has read 32 books this year.  Kelcie has read 1/4 the amount of books that Megan has read.  Greg has read 9 more than twice the number of books that Kelcie has read.  How many books total have Megan, Kelcie, and Greg read?","Kelcie: 32/4=<<32/4=8>>8 books
Greg: 9+2(8)=25 books
Total:32+8+25=<<32+8+25=65>>65 books
#### 65",65
448,Jar A has 28 marbles. Jar B has 12 more marbles than jar A. Jar C has twice as many marbles as jar B. How many marbles are there altogether?,"Jar B has 28 + 12 = <<28+12=40>>40 marbles.
Jar C has 2 x 40 = <<2*40=80>>80 marbles.
Therefore, there are 28 + 40 + 80 = <<28+40+80=148>>148 marbles altogether.
#### 148",148
449,"A spider has eight legs.  If a group of spiders has 10 more spiders than half as many legs as a single spider has, what is the total number of spider legs in this group of spiders?","Half as many legs as a single spider has is 8/2=<<8/2=4>>4 legs.
10 more spiders than half as many legs as a single spider has is 4+10=14 spiders.
The total number of spider legs in a group of 14 spiders is 8*14=<<8*14=112>>112 spider legs.
#### 112",112
450,"Flora has been experiencing frequent fractures. Dr. Juan has asked her to strengthen her bones by drinking 105 gallons of milk within 3 weeks. Flora thinks that drinking 3 gallons of milk daily will be enough, but her brother says she'll still need to drink more. To fulfill Dr. Juan’s requirement, how many more gallons must Flora drink daily?","3 weeks translate to 3 * 7 days = <<3*7=21>>21 days.
To meet Dr. Juan’s recommendation would mean drinking 105/21 = <<105/21=5>>5 gallons daily.
This means that Flora must drink 5 -3 = <<5-3=2>>2 more gallons daily.
#### 2",2
451,John buys a box of 40 light bulbs.  He uses 16 of them and then gives half of what is left to a friend.  How many does he have left?,"He had 40-16=<<40-16=24>>24 left after using some
Then after giving some away he is left with 24/2=<<24/2=12>>12
#### 12",12
452,Emily has 6 marbles. Megan gives Emily double the number she has. Emily then gives Megan back half of her new total plus 1. How many marbles does Emily have now?,"Megan gives Emily 6*2=<<6*2=12>>12 marbles.
Emily then has 6+12=<<6+12=18>>18 marbles.
Emily gives Megan 18/2+1=<<18/2+1=10>>10 marbles.
Emily has 18-10=<<18-10=8>>8 marbles now.
#### 8",8
453,"Jillian, Savannah, and Clayton were collecting shells on the beach. Jillian collected 29, Savannah collected 17, and Clayton collected 8. They decided that they wanted to give the shells to two of their friends who had just arrived. They put their shells together and distributed them evenly to each friend. How many shells did each friend get?","The kids collected 29 + 17 + 8 = <<29+17+8=54>>54 shells.
If they distribute the shells evenly between 2 friends, 54 / 2 = <<54/2=27>>27 shells for each friend.
#### 27",27
454,"The half-hour newscast includes 12 minutes of national news, 5 minutes of international news, 5 minutes of sports, and 2 minutes of weather forecasts. The rest is advertisements. How many minutes of advertising are in the newscast?","12+5+5+2=<<12+5+5+2=24>>24 minutes are accounted for.
There are 30-24=<<30-24=6>>6 minutes of ads.
#### 6",6
455,"An amoeba reproduces by fission, splitting itself into two separate amoebae. An amoeba reproduces every two days. How many days will it take one amoeba to divide into 16 amoebae?","The amoeba will divide into 1 * 2 = <<1*2=2>>2 amoebae after 2 days.
The amoeba will divide into 2 * 2 = <<2*2=4>>4 amoebae after 4 days.
The amoeba will divide into 4 * 2 = <<4*2=8>>8 amoebae after 6 days.
The amoeba will divide into 8 * 2 = <<8*2=16>>16 amoebae after 8 days.
#### 8",8
456,"Chad saves 40% of the money he earns/receives in a year.  This year, he made $600 mowing yards and received $250.00 for his birthday/holidays.  He also made $150.00 by selling some old video games and another $150.00 doing odd jobs.  How much will he save?","He made $600.00 mowing yards, $250.00 for his birthday, $150.00 selling items and $150.00 doing odd jobs so he made 600+250+150+150 = $<<600+250+150+150=1150.00>>1,150.00
He made $1,150.00 and will save 40% so he saves 1150*.40 = $<<1150*.40=460.00>>460.00
#### 460",460
457,"Fiona completed 36 math questions in an hour. Shirley was able to complete twice as many math questions within that same time, and Kiana completed half of the sum of Fiona and Shirley's math questions. If they each did the same number of questions the following hour, how many math questions did all three girls complete in 2 hours?","Shirley completed 36 x 2 = <<36*2=72>>72 questions
The sum of Fiona and Shirley's questions is 36 + 72 = <<36+72=108>>108
Kiana completed 108/2 = <<108/2=54>>54 questions
In one hour, they completed 108 +54 = <<108+54=162>>162 questions.
In two hours, they completed 162 x 2 = <<162*2=324>>324 questions.
#### 324",324
458,"Marcy's grade is electing their class president. Marcy got three times as many votes as Barry, who got twice as many as 3 more than the number of votes Joey got. If Joey got 8 votes, how many votes did Marcy get?","First, add three to Joey's vote total: 8 votes + 3 votes = <<8+3=11>>11 votes
Then double that number to find the number of votes Barry got: 11 votes * 2 = <<11*2=22>>22 votes
Then triple that number to find Marcy's vote total: 22 votes * 3 = <<22*3=66>>66 votes
#### 66",66
459,"A year ago, the total cost of buying a lawnmower was 2/5 times less than the cost it goes for now. If the cost was $1800 a year ago, calculate how much it would cost Mr. Lucian to buy 4 such lawnmowers.","If the price of a lawnmower was $1800 a year ago, 2/5 less than the cost right now, then it now costs 2/5*1800 = $720 more to buy one lawnmower.
The total cost of buying one lawnmower right now is $1800+$720 = $<<1800+720=2520>>2520
To purchase 4 such lawnmowers, Mr. Lucian will have to pay $2520*4 = $<<2520*4=10080>>10080
#### 10080",10080
460,"John gets a bonus that's the same percentage every year.  Last year he made $100,000 and got a $10,000 bonus.  This year he makes $200,000.  How much will John make this year when adding both his total pay and bonus together?","First we need to determine the bonus percentage, which is found by dividing the bonus amount by the amount John made for the year, taking 10,000/100,000= <<10000/100000=.10>>.10, or 10 percent.
Then, we take John's earnings from this year and multiply them by the same percentage, taking 200,000*.1= 20,000 dollars in bonuses
We then add these two numbers together, for a total of 200,000+20,000= <<200000+20000=220000>>220,000 dollars.
#### 220000",220000
461,"Clarissa is responsible for getting 10 copies of a manuscript printed and having each copy bound.  The printers charge $0.05 per page to copy it and $5.00 per manuscript to have it bound.  If the manuscript is 400 pages, how much will it cost to have it copied and bound 10 times?","The manuscript is 400 pages and the printers charge $0.05 per page for a total of 400*.05 = $<<400*0.05=20.00>>20.00 per manuscript
She needs 10 copies made and it costs $20.00 per manuscript so that's 10*20 = $<<10*20=200.00>>200.00
She also needs each of the 10 copies to be bound, which is $5.00 per manuscript so that's 5*10 = $<<10*5=50.00>>50.00
It will cost $200.00 to have them printed and $50.00 to have them bound for a total of 200+50 = $<<200+50=250.00>>250.00
#### 250",250
